a1,a2,a3,a4=u,a4=y,a4=l,a5=g,a5=p,a5=gg,a6=w,a6=q,a6=m,a6=r,a6=cc,a6=k,a6=c,a6=d,a6=x,a6=i,a6=e,a6=aa,a6=ff,a6=j,a7=v,a7=h,a7=bb,a7=ff,a7=j,a7=z,a7=o,a7=dd,a7=n,a8,a9,a10,a11,a12,a13=g,a13=s,a13=p,a14,a15,result
1,22.67,0.79,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.085,1,1,0,0,1,0,0,144,0,rejected
0,40.58,1.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,300,0,rejected
0,22.25,0.46,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.125,1,1,0,1,1,0,0,280,55,rejected
1,22.25,1.25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3.25,1,1,0,0,1,0,0,280,0,rejected
0,22.5,0.125,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.125,1,1,0,0,1,0,0,200,70,rejected
0,23.58,1.79,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.54,1,1,0,1,1,0,0,136,1,rejected
0,38.42,0.705,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.375,1,0,2,0,1,0,0,225,500,rejected
1,26.58,2.54,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,180,60,rejected
0,35,2.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,210,0,rejected
0,20.42,1.085,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,1,1,0,0,1,0,0,108,7,rejected
0,29.42,1.25,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.75,1,1,0,0,1,0,0,200,0,rejected
0,26.17,0.835,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.165,1,1,0,0,1,0,0,100,0,rejected
0,33.67,2.165,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,1,1,0,0,0,0,1,120,0,rejected
0,24.58,1.25,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,1,1,0,0,1,0,0,110,0,rejected
1,27.67,2.04,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,1,1,0,1,1,0,0,180,50,rejected
0,37.5,0.835,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.04,1,1,0,0,1,0,0,120,5,rejected
0,49.17,2.29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.29,1,1,0,0,1,0,0,200,3,rejected
0,33.58,0.335,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.085,1,1,0,0,1,0,0,180,0,rejected
0,51.83,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.5,1,1,0,0,1,0,0,180,4,rejected
0,22.92,3.165,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.165,1,1,0,0,1,0,0,160,1058,rejected
0,21.83,1.54,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.085,1,1,0,1,1,0,0,356,0,rejected
0,25.25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.5,1,1,0,0,1,0,0,200,0,rejected
0,58.58,2.71,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.415,1,1,0,1,1,0,0,320,0,rejected
0,19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,1,0,0,45,1,rejected
0,19.58,0.585,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,0,350,769,rejected
1,53.33,0.165,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,62,27,rejected
1,27.17,1.25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,92,300,rejected
0,25.92,0.875,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.375,1,0,2,1,1,0,0,174,3,rejected
0,23.08,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,11,0,0,1,0,0,0,rejected
0,39.58,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,17,1,rejected
0,30.58,2.71,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.125,1,1,0,1,0,1,0,80,0,rejected
0,17.25,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.04,1,1,0,1,1,0,0,160,40,rejected
1,17.67,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,86,0,rejected
1,31.568171,11.25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,184.014771,5200,rejected
0,16.5,0.125,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.165,1,1,0,0,1,0,0,132,0,rejected
1,27.33,1.665,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,340,1,rejected
0,31.25,1.125,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,96,19,rejected
0,20,7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,1,1,0,0,1,0,0,0,0,rejected
0,31.568171,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,1,0,0,1,0,0,0,1,rejected
0,39.5,1.625,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,1,1,0,0,1,0,0,0,316,rejected
0,36.5,4.25,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.5,1,1,0,0,1,0,0,454,50,rejected
0,29.75,0.665,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,1,1,0,1,1,0,0,300,0,rejected
0,52.42,1.5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.75,1,1,0,1,1,0,0,0,350,rejected
0,36.17,18.125,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.085,1,1,0,0,1,0,0,320,3552,rejected
0,34.58,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,184.014771,0,rejected
0,29.67,0.75,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.04,1,1,0,0,1,0,0,240,0,rejected
0,36.17,5.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,1,0,0,1,0,0,210,687,rejected
0,25.67,0.29,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,1,1,0,1,1,0,0,160,0,rejected
1,24.5,2.415,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,120,0,rejected
0,24.08,0.875,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.085,1,0,4,0,1,0,0,254,1950,rejected
0,21.92,0.5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.125,1,1,0,0,1,0,0,360,0,rejected
1,36.58,0.29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,10,0,1,0,0,200,18,rejected
1,23,1.835,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,200,53,rejected
1,27.58,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.79,1,0,1,1,1,0,0,280,10,rejected
0,31.08,3.085,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.5,1,0,2,1,1,0,0,160,41,rejected
1,30.42,1.375,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.04,1,0,3,0,1,0,0,0,33,rejected
0,22.08,2.335,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.75,1,1,0,0,1,0,0,180,0,rejected
0,16.33,4.085,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.415,1,1,0,1,1,0,0,120,0,rejected
1,21.92,11.665,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.085,1,1,0,0,1,0,0,320,5,rejected
0,21.08,4.125,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.04,1,1,0,0,1,0,0,140,100,rejected
0,17.42,6.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.125,1,1,0,0,1,0,0,60,100,rejected
0,19.17,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,360,1000,rejected
0,20.67,0.415,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.125,1,1,0,0,1,0,0,0,44,rejected
0,26.75,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.75,1,1,0,1,1,0,0,80,0,rejected
0,23.58,0.835,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.085,1,1,0,1,1,0,0,220,5,rejected
0,39.17,2.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,1,1,0,1,0,1,0,200,0,rejected
0,22.75,11.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.415,1,1,0,0,1,0,0,0,0,rejected
0,26.5,2.71,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.085,1,1,0,0,0,1,0,80,0,rejected
1,16.92,0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.165,1,0,6,1,1,0,0,240,35,rejected
0,23.5,3.165,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.415,1,0,1,1,1,0,0,280,80,rejected
1,17.33,9.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.75,1,0,10,1,1,0,0,0,10,rejected
0,23.75,0.415,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.04,1,0,2,0,1,0,0,128,6,rejected
0,34.67,1.08,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.165,1,1,0,0,0,1,0,28,0,rejected
0,74.83,19,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.04,1,0,2,0,1,0,0,0,351,rejected
0,28.17,0.125,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.085,1,1,0,0,1,0,0,216,2100,rejected
0,24.5,13.335,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.04,1,1,0,1,1,0,0,120,475,rejected
0,18.83,3.54,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,180,1,rejected
0,45.33,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.125,1,1,0,1,1,0,0,263,0,rejected
1,47.25,0.75,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.75,0,0,1,0,1,0,0,333,892,approved
0,24.17,0.875,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.625,0,0,2,1,1,0,0,520,2000,approved
0,39.25,9.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.5,0,0,14,0,1,0,0,240,4607,approved
1,20.5,11.835,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,340,0,approved
1,18.83,4.415,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,240,0,approved
0,19.17,9.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,0,1,0,0,1,0,0,120,2206,approved
1,25,0.875,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.04,0,1,0,1,1,0,0,160,5860,approved
0,20.17,9.25,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.665,0,0,3,1,1,0,0,40,28,approved
0,25.75,0.5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.46,0,0,5,1,1,0,0,312,0,approved
0,20.42,7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.625,0,0,3,0,1,0,0,200,1391,approved
0,31.568171,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,3,1,1,0,0,290,2279,approved
0,39,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.5,0,0,10,1,1,0,0,0,0,approved
1,64.08,0.165,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,232,100,approved
0,28.25,5.125,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.75,0,0,2,0,1,0,0,420,7,approved
1,28.75,3.75,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.085,0,0,1,1,1,0,0,371,0,approved
0,31.33,19.5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,16,0,1,0,0,0,5000,approved
1,18.92,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.75,0,0,2,0,1,0,0,88,591,approved
1,24.75,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.835,0,0,19,0,1,0,0,0,500,approved
1,30.67,12,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,220,19,approved
0,21,4.79,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.25,0,0,1,1,1,0,0,80,300,approved
0,13.75,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.75,0,0,2,1,1,0,0,120,1000,approved
1,46,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,100,960,approved
1,44.33,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.5,0,1,0,0,1,0,0,0,0,approved
0,20.25,9.96,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,approved
0,22.67,2.54,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.585,0,1,0,0,1,0,0,0,0,approved
0,31.568171,10.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.5,0,1,0,0,1,0,0,0,0,approved
1,60.92,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,4,0,1,0,0,0,99,approved
0,16.08,0.75,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.75,0,0,5,1,1,0,0,352,690,approved
1,28.17,0.375,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.585,0,0,4,0,1,0,0,80,0,approved
0,39.17,1.71,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.125,0,0,5,1,1,0,0,480,0,approved
0,20.42,7.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,0,0,1,0,1,0,0,160,234,approved
1,30,5.29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.25,0,0,5,1,1,0,0,99,500,approved
0,22.83,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.29,0,0,1,0,1,0,0,260,800,approved
1,22.5,8.5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.75,0,0,10,0,1,0,0,80,990,rejected
1,28.58,1.665,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.415,0,1,0,1,1,0,0,440,0,rejected
0,45.17,1.5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.5,0,1,0,1,1,0,0,140,0,rejected
0,41.58,1.75,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.21,0,1,0,0,1,0,0,160,0,rejected
1,57.08,0.335,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,252,2197,rejected
1,55.75,7.08,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.75,0,0,3,1,1,0,0,100,50,rejected
0,43.25,25.21,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.21,0,0,1,0,1,0,0,760,90,rejected
1,25.33,2.085,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.75,0,1,0,1,1,0,0,360,1,rejected
1,24.58,0.67,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.75,0,1,0,0,1,0,0,400,0,rejected
0,43.17,2.25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.75,0,1,0,0,1,0,0,560,0,rejected
0,40.92,0.835,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,130,1,rejected
0,31.83,2.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7.5,0,1,0,1,1,0,0,523,0,rejected
1,33.92,1.585,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,320,0,rejected
1,24.92,1.25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,80,0,rejected
0,35.25,3.165,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.75,0,1,0,1,1,0,0,680,0,rejected
0,34.25,1.75,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0,1,0,1,1,0,0,163,0,rejected
0,80.25,5.5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.54,0,1,0,0,1,0,0,0,340,rejected
0,19.42,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,100,20,rejected
0,42.75,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,200,rejected
0,19.67,10,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.835,0,1,0,1,1,0,0,140,0,rejected
0,36.33,3.79,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.165,0,1,0,1,1,0,0,200,0,rejected
0,30.08,1.04,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0,10,1,1,0,0,132,28,rejected
0,44.25,11,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,0,1,0,0,0,1,0,0,0,rejected
0,23.58,0.46,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.625,0,0,6,1,1,0,0,208,347,rejected
0,23.92,1.5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.875,0,0,6,0,1,0,0,200,327,approved
0,33.17,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.75,0,0,7,1,1,0,0,340,4071,approved
0,48.33,12,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,1,0,0,0,1,0,110,0,approved
0,76.75,22.29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12.75,0,0,1,1,1,0,0,0,109,approved
